id,name,lat,lon
6418dbd9a34c33d1a31731ab,Etretat,49.7075,0.1984
6418dcb7a34c3367eb176067,Sainte Adresse,49.4964,0.0903
6418dc8be072f8706a018539,Trouville,49.3734,0.0724
6418e254a34c333761188f84,Luc-sur-Mer,49.319,-0.3497
6418e2726478f02385fabfc0,Gold Beach,49.3459,-0.5319
6418e25b97027266d487a78f,Omaha Beach,49.3684,-0.8719
6418e2619702720f8587a8ca,Utah Beach,49.416,-1.1746
584204204e65fad6a7709038,Anse du Brick,49.67,-1.489
6418e33a9a43c4a79f385bb1,Mondrée,49.6931,-1.4514
6418e3346478f006f1fae753,Plage de Bretteville,49.6549,-1.533
584204204e65fad6a770903a,Collignon,49.659,-1.569
584204204e65fad6a7709039,Biville,49.609,-1.849
640f1430d19c66574e71a0b9,Platte Saline,49.7211,-2.2125
584204204e65fad6a770903c,Siouville,49.568,-1.851
584204204e65fad6a770903b,Dielette,49.559,-1.863
584204204e65fad6a770903e,Sciotot,49.503,-1.855
584204204e65fad6a770903d,Le Rozel,49.482,-1.852
6418e0649a43c487fd37c388,Surtainville,49.457,-1.8331
584204204e65fad6a7709040,Baubigny,49.429,-1.83
6418dcc993265b4e11177198,Hatainville,49.4016,-1.8267
663d10e611c0d27a1e3ad329,Plage de Denneville,49.29943690669655,-1.69884
584204204e65fad6a7709042,Le Sillon,48.67,-2.005
584204204e65fad6a7709043,Longchamps,48.641,-2.125
584204204e65fad6a7709041,Cap Frehel,48.657,-2.362
6418e44493265bdfea1905b1,Trestel,48.824229,-3.35416
584204204e65fad6a7709044,Trestraou,48.817,-3.455
584204204e65fad6a7709045,Locquirec,48.699,-3.65
584204204e65fad6a7709046,Dossen,48.697,-4.071
584204204e65fad6a7709047,La Mauvaise Greve,48.694,-4.088
6418e1af970272d6198783c4,Les Amiets,48.6958,-4.1406
6425aab098e523190d08a137,Boutrouilles,48.6589,-4.4022
584204204e65fad6a7709048,Kerlouan,48.66,-4.404
6418dc9d9a43c4733336f654,St Pabu,48.5788,-4.6316
6418dbd293265bffca173e60,Lampaul Ploudalmezeau,48.57,-4.65
584204204e65fad6a7709049,Penfoul,48.534,-4.755
584204204e65fad6a770904a,Le Gouerou,48.458,-4.773
584204204e65fad6a770904c,Les Blancs Sablons,48.37,-4.77
6418dc85e072f8d7a10183f6,Fouesnou,47.9691,-4.4455
584204204e65fad6a7709003,Porsmilin,48.354,-4.679
584204204e65fad6a7709004,Dalbos,48.341,-4.634
584204204e65fad6a7709007,Le Petit Minou,48.337,-4.618
584204204e65fad6a7709008,Anse de Pen Hat,48.273,-4.623
584204204e65fad6a7709005,Kerloch,48.252,-4.56
584204204e65fad6a7709006,Pointe de Dinan,48.23,-4.572
584204204e65fad6a7709009,La Palue,48.203,-4.562
584204204e65fad6a770900a,Cap de la Chevre,48.168,-4.559
584204204e65fad6a770900d,Pors Theolen,48.063,-4.673
584204204e65fad6a7709010,Saint Tugen,48.012,-4.597
584204204e65fad6a770900e,Baie des Trepasses,48.047,-4.711
584204204e65fad6a770900f,Pointe de Lervily,48,-4.558
584204204e65fad6a7709013,La Gamelle,48.008,-4.547
584204204e65fad6a7709012,Gwendrez,47.991,-4.482
5842041f4e65fad6a7708c8b,La Torche,47.84083333,-4.35083
584204204e65fad6a770900b,Les Roches Blanches,48.109,-4.362
584204204e65fad6a770900c,Pors ar Vag,48.173,-4.306
584204204e65fad6a7709015,Pors Carn,47.832,-4.355
584204204e65fad6a7709014,Lesconil,47.796,-4.208
584204204e65fad6a7709016,Le Kerou,47.767,-3.564
584204204e65fad6a7709017,Guidel,47.754,-3.515
584204204e65fad6a7709019,Kaolins,47.724,-3.493
584204204e65fad6a770901c,Toulhars,47.707,-3.377
6418dcac9a43c4047236f8f1,Gavres,47.6937,-3.3247
584204204e65fad6a770901b,Etel,47.637,-3.208
6418e12a9a43c4af6537ebf7,Penthièvre,47.584,-3.1466
584204204e65fad6a770901a,Cote Sauvage,47.521,-3.156
584204204e65fad6a770901e,Donnant,47.326,-3.242
64bbf9a2047a15a09820dea7,La Govelle,47.266726,-2.45578
6418e346a34c3333ba18c13d,Plage de la Baule,47.2697,-2.35
6418e1249702725a2e87656b,La Courance,47.2424,-2.3156
6418e11e6478f0760afa776f,L'Ermitage,47.2053,-2.1638
6418e11693265b6c251859fe,Gohaud,47.1612,-2.1733
6418e10ba34c33ae7f184a9d,Noirmoutier,46.9438,-2.1895
6418e1109a43c4fc3a37e772,St jean de monts,46.7738,-2.0606
6418e51893265b925c19345f,Sable Rouis,46.7059662,-2.38097
6418e5126478f05ba8fb4e40,Cantin,46.7349477,-2.37277
584204204e65fad6a770901d,Saint Gilles Croix de Vie,46.687,-1.942
584204204e65fad6a770901f,La Sauzaie,46.636,-1.894
584204204e65fad6a7709020,Les Dunes,46.606,-1.858
584204204e65fad6a770902b,Sauveterre,46.548,-1.833
584204204e65fad6a7709021,L' Aubraie,46.515,-1.824
5938479afb94bc0014bcd941,Les Sables-D'Olonne,46.494315330871906,-1.78352
6418dcb1e072f86444018d52,Saint-Nicolas,46.4358,-1.6957
584204204e65fad6a7709023,Bud Bud,46.3833,-1.49088
6418e0ece072f833cc0272ac,Le Lizay,46.2564,-1.5163
6322620edf69840d7fb59082,La Pointe du Grignon,46.201938293845195,-1.53461
6418e0e56478f0959efa6c02,Gouillaud,46.1673,-1.3742
6418dca5a34c33b3fe175cd1,St-Denis,46.0394,-1.3685
584204204e65fad6a7709025,Chassiron,46.049,-1.42
584204204e65fad6a7709026,Les Huttes,46.006,-1.407
6418e389970272a61287e6e7,Plage des Sables Vigniers,45.9619,-1.3863
6418e34093265bbedf18cdda,La Flotte,46.1873,-1.3175
584204204e65fad6a7709022,Les Boulassiers,46.02,-1.327
6418e10593265b106818568e,Les Allassins,45.8714,-1.266
584204204e65fad6a7709029,Grand Village,45.85,-1.263
584204204e65fad6a7709028,Saint Trojan,45.836,-1.26
6418e0fe9a43c476f837e338,La Côte Sauvage,45.7116,-1.2404
584204204e65fad6a7709027,Phare de la Coubre,45.694,-1.238
6418e320e072f8f7c302e951,La Grande Cote,45.6593,-1.1338
584204204e65fad6a770902c,Pontaillac,45.625,-1.054
584204204e65fad6a770902a,Le Verdon,45.567,-1.092
6418e31b970272810687ceb0,Plage des Nonnes,45.561,-0.966
584204204e65fad6a770902e,Soulac,45.517,-1.133
584204204e65fad6a770902d,L'Amelie,45.485,-1.153
584204204e65fad6a770902f,Le Gurp,45.434,-1.156
584204204e65fad6a7709030,Montalivet,45.378,-1.162
584204204e65fad6a7709031,Le Pin Sec,45.269,-1.17
584204204e65fad6a7709032,Hourtin Plage,45.224,-1.176
6425ab1598e523222a08ba03,Le Crohot des Cavales,45.1147,-1.1902
6425aaefd92ecc60968b5070,L'Horizon,44.6384,-1.2648
6425ab6298e5231aae08cb33,La Pointe,44.6209,-1.2456
584204204e65fad6a7709034,Carcans,45.083,-1.195
5842041f4e65fad6a7708c8d,Lacanau,45.00222222,-1.2025
584204204e65fad6a7708fe2,Le Porge,44.894,-1.222
584204204e65fad6a7708fe3,La Jenny,44.858,-1.227
584204204e65fad6a7708fe4,Le Grand Crohot,44.799,-1.238
584204204e65fad6a7708fe5,Le Truc Vert,44.716,-1.254
584204204e65fad6a7708fe6,Le Petit Train,44.657,-1.261
584204204e65fad6a7708fe7,Cap Ferret,44.638,-1.265
584204204e65fad6a7708fe8,Cap Ferret Chenal,44.622,-1.258
6418e0f89702724989875c99,La Salie,44.5149,-1.2579
584204204e65fad6a7708fd8,Biscarrosse-Plage,44.445,-1.26
584204204e65fad6a7708fd9,Mimizan-Plage,44.216,-1.301
584204204e65fad6a7708fe9,Lespecier-Plage,44.165,-1.311
584204204e65fad6a7708fda,Contis-Plage,44.093,-1.329
584204204e65fad6a7708fdb,Cap de l'Homy-Plage,44.04,-1.344
584204204e65fad6a7708fdc,Saint-Girons-Plage,43.956,-1.367
584204204e65fad6a7708fdd,Moliets-Plage,43.858,-1.395
6418df9393265b77d3180ad5,Messanges,43.8162,-1.4057
584204204e65fad6a7708fde,Vieux Boucau,43.794,-1.417
584204204e65fad6a7708fdf,Les Casernes,43.725,-1.435
584204204e65fad6a7708fea,Le Penon,43.711,-1.44
584204204e65fad6a7708fe0,Les Bourdaines,43.699,-1.441
584204204e65fad6a7708feb,Les Estagnots,43.686,-1.444
5842041f4e65fad6a7708bc8,Les Culs Nuls,43.68220203786759,-1.44167
584204204e65fad6a7708fec,La Nord,43.665,-1.446
5842041f4e65fad6a7708c8e,La Graviere,43.66388889,-1.44389
584204204e65fad6a7708fed,La Sud,43.66,-1.447
584204204e65fad6a7708fee,L'Estacade,43.653,-1.446
584204204e65fad6a7708fef,Le Prevent,43.651,-1.447
5842041f4e65fad6a7708bcd,Le Santocha,43.64760422014503,-1.44721
584204204e65fad6a7708ff0,Capbreton,43.643,-1.448
584204204e65fad6a7708ff2,Labenne-Ocean,43.6,-1.474
584204204e65fad6a7708fe1,Ondres-Plage,43.578,-1.49
584204204e65fad6a7708ff3,Tarnos-Plage,43.558,-1.504
584204204e65fad6a7708ff1,La Barre,43.527,-1.529
5842041f4e65fad6a7708c8f,Les Cavaliers,43.5225,-1.52583
5842041f4e65fad6a7708bce,Anglet,43.51401611768647,-1.53382
60520d19e8c6499aad635efe,La Madrague,43.512,-1.5366
6425abdf4d6ed34e083d583a,Les Corsaires,43.5072,-1.5398
584204204e65fad6a7708ff4,Marinella,43.506,-1.54
584204204e65fad6a7708ff5,Sables D'or,43.502,-1.544
584204204e65fad6a7708ff6,Le Club,43.5,-1.546
584204204e65fad6a7708ff7,Chambre d'Amour,43.496,-1.548
6425cfc00f32d5d8b9e2b9c1,Le VVF,43.4953,-1.5485
5842041f4e65fad6a7708bca,Biarritz,43.48469485823068,-1.56023
5842041f4e65fad6a7708bcf,La Cote des Basques,43.479,-1.569
584204204e65fad6a7708ff8,Ilbaritz,43.455,-1.586
584204204e65fad6a7708ff9,Erretegia,43.445,-1.595
584204204e65fad6a7708ffa,Bidart,43.438,-1.599
584204204e65fad6a7708ffd,Parlementia,43.431,-1.61
584204204e65fad6a7708ffb,Les Alcyons,43.427,-1.611
584204204e65fad6a7708ffc,Avalanche,43.428,-1.616
6418dc7fe072f893790182d3,Guethary,43.4225,-1.6197
584204204e65fad6a7708ffe,Plage de Mayarko,43.419,-1.628
5842041f4e65fad6a7708c8c,Lafitenia,43.41611111,-1.62833
584204204e65fad6a7708fff,Erromardie,43.412,-1.64
584204204e65fad6a7709000,Sainte Barbe,43.399,-1.667
6418dc9793265b2c731767f7,Ciboure Socoa,43.3941,-1.6794
584204204e65fad6a7709002,Belharra,43.397,-1.749
584204204e65fad6a7709001,Hendaye,43.378,-1.764
5842041f4e65fad6a7708c83,Rodiles,43.53583333,-5.38583
640f7602326c171935696b3c,Playas de Mendia,43.3934,-4.5575
5842041f4e65fad6a7708e6f,Playa de Meron,43.403878,-4.3758
640f18ef38476e90c9cef5b1,Gerra,43.3987,-4.3592
640f18fa355469313eb8bc0a,Oyambre,43.3945,-4.3318
640f19326d5eccb8de548e0d,Playa de Santa Justa,43.4286,-4.0957
5842041f4e65fad6a7708e71,Los Locos,43.439,-4.048
5842041f4e65fad6a7708c84,Playa de los Caballos,43.44166667,-4.022777778
640f1927326c17645e54db90,Playa de Valdearnas,43.4474,-3.9789
640f1905d19c666e3b726e90,Liencres,43.4517,-3.9651
640f356343c1fb298443006c,Playa de la Concha,43.472,-3.7791
5842041f4e65fad6a7708e72,Santander (El Sardinero),43.477566,-3.77872
640f35587966c372c2694bff,Playa del Camello,43.4695,-3.7757
640f356f6d5ecc18a75a98dc,Playa Los Biquinis,43.4677,-3.7699
5842041f4e65fad6a7708e73,Playa de Somo,43.459768,-3.75133
640f357a3554698868bed224,Playa Los Peligros,43.4663,-3.7773
5842041f4e65fad6a7708e74,Santa Marina,43.470183,-3.73332
5842041f4e65fad6a7708c85,Isla de Santa Marina,43.46972222,-3.731388889
640f191074a71b74b822b6c2,Langre,43.4768,-3.6894
640f191b74a71b58c622b86b,Playa de Cuberris,43.4993,-3.6128
640f18d938476e81b5cef292,Playa de Cuarezo,43.4945,-3.5381
640f18ce355469b914b8b532,Playa de Noja,43.473,-3.5013
5842041f4e65fad6a7708e76,El Brusco,43.484152,-3.48152
640f18b974a71b2d3022a9b1,Berria,43.4659,-3.468
640f18c4d19c662c6372646c,Laredo,43.4186,-3.4332
640f18e4d19c66ccb37268cb,Playa San Julián,43.4128,-3.3704
6418e0f29a43c4867437e0d3,La Arena,43.3525,-3.1184
584204214e65fad6a7709bbc,Punta Galea,43.37,-3.038
6418e2b2970272484987b9d4,Ereaga,43.3441,-3.0132
6418e2a2a34c335e0a189f0f,Gorrondatxa,43.3802,-3.016
6418e27e6478f02820fac1e6,Playa Barinatxe,43.3832,-3.0064
5842041f4e65fad6a7708e75,Sopelana,43.390862,-3.00152
5842041f4e65fad6a7708c86,Menakoz,43.397,-2.98667
6418e40ee072f86c89031c3f,Plentzia,43.414,-2.945
5842041f4e65fad6a7708c87,Bakio,43.43388889,-2.80194
5842041f4e65fad6a7708c88,Mundaka,43.40861111,-2.69472
640f14d53554698076b80c99,Laga,43.4099,-2.658
640f14e038476e52e6ce4a30,Deba,43.3037,-2.3531
5842041f4e65fad6a7708e78,Orrua,43.3044,-2.2428
5842041f4e65fad6a7708c89,Roca Puta,43.30777778,-2.239444444
5842041f4e65fad6a7708b57,Zarautz,43.29,-2.1708
640f14f6d19c667b9a71c1e0,Ondarreta,43.3179,-2.0045
640f14eb326c17753d5428e7,Kontxa / La Concha,43.317,-1.9881
584204204e65fad6a77099be,La Zurriola,43.32722222,-1.97333
584204214e65fad6a7709c14,Canet Plage,42.7,3.039
584204214e65fad6a7709c16,Gruissan,43.096,3.114
584204214e65fad6a7709c15,La Guillotine,43.282,3.445
584204214e65fad6a7709c13,Paulilles,42.506,3.123
6418e2d19a43c4405338453c,Platja de Perafita,42.4601,3.1572
584204214e65fad6a7709c17,Sete,43.389,3.655
584204214e65fad6a7709c18,Palavas les Flots,43.528,3.936
584204214e65fad6a7709c1b,Carnon,43.54,3.973
584204214e65fad6a7709c19,Saintes-Maries,43.448,4.421
584204214e65fad6a7709c1e,Les Laurons,43.353,5.023
584204214e65fad6a7709c1a,La Couronne,43.327,5.059
584204214e65fad6a7709c1c,Tamaris,43.328,5.083
584204214e65fad6a7709c1d,La Corniche,43.328,5.118
584204214e65fad6a7709c1f,Le Rouet,43.334,5.175
6418e4b79702720a528827ad,Calanque de Figuiere,43.33015,5.21138
584204214e65fad6a7709c20,Le Prado,43.258,5.374
584204214e65fad6a7709c2d,Cassis,43.212,5.537
